app,review,score
Tokopedia,good ....🫰🏼,5
Tokopedia,ongkirnya gak ngotak.. gak masuk akal.. masa setengahnya harga barang.,1
Tokopedia,PINJOL INI SANGAT BAGUS,5
Tokopedia,"hati hati belanja di tokoped ketika salah barang tidak bisa di reture.. ketika penjual menolak pengembalian tokped tidak bisa berbuat apa apa bahkan tanggapnya bermingu minggu, beda seperti shope.. komplen langsung di proses secara adil.. Demi Allah langsung hapus jangan belanja di sini merugikan pembeli..",1
Tokopedia,komplen nya ribet,1
Tokopedia,ada voucher tapi ndak bisa digunakan,1
Tokopedia,"sekarang tokped gk seperti dulu, sekarang gratis ongkir aja susah 😂 shopee tiap hari gratis ongkir, diskon banyak, sekarang tokped banyak pembatalan oleh sistem, barang yang ada gambarnya logo voucer diskon tapi aslinya emang harganya segitu, jadi diskon gk diskon tetep harganya sama",1
Tokopedia,baru mau mencoba aplikasi ini apa kah bagus,4
Tokopedia,"Pelayanan CS super buruk!!!! akhiri chat sepihak tanpa memberikan solusi. kasus pertama akun saya d blokir gara2 melaporkan penipuan,pdahal saya korban nya!!!. kedua barang sameday gk d pickup selama seminggu, tpi gk bisa d batalkan. giliran mnta cs batalkan, nunggu 48 jam. lwt 48 jam masih suruh nunggu 48 jam lagi?!!!. smpai kapan ? dan Cs nya mengakhiri chat seenak dia aja. SOP pelayanan tokped sburuk itukah????",1
Tokopedia,ongkirnya mahal dan tidak ada gratis ongkir bisa bisa orang pada pindah ke aplikasi sebelah,1
Tokopedia,buruk ga mampu kasih gratis ongkir,1
Tokopedia,"beli nisagon cream utk jerawat. pake dokter chat. posisi d bali. selesai chat dokter, di arahkan apotik jawa barat , palembang. Knapa hrs jauh. PAKE AI JADI BERANTAKAN",1
Tokopedia,kecewa dana refund saya sudah berhari hari tidak bisa ditarik apa harus lapor ojk,4
Tokopedia,Tokopedia recommended banget,5
Tokopedia,bebas ongkirnya mana ini min,1
Tokopedia,gak enak banget pakek aplikasi ini masak gak bisa kirim video di Cs nya mau pengajuan komplain nya juga ribet sering ditipu sama penjualannya kurang amanah. pesanan barang banyak yang gak sesuai pcs nya. mesen 5 pcs dikirim 1 pcs,1
Tokopedia,"CS tokopedia tidak responsip. telat respon,telat memberikan solusi. saya rasa perlu ada evaluasi.",1
Tokopedia,gaada gratis ongkir gaada diskon,1
Tokopedia,aplikasi nya bagus dan sangat membantu,5
Tokopedia,nice e-commerce,5
Tokopedia,benar² buruk pelayanannya. barang sampai diluar estimasi tak kunjung sampai. chat pusat batuan diputer² trs tidak layak dan tidak rekomod.,1
Tokopedia,gratis ongkir aja ndak dikasih gimana mau beli,1
Tokopedia,udh download tp download LG supaya lancar 😫😫😫,3
Tokopedia,"dimana lagi dapet hijab viscose 8rb harga asli 55, terima kasih tokped mudah²an harimu selalu dilindungin sama tuhan, always. sukses terus ya!!",5
Tokopedia,oke mantappp,5
Tokopedia,cepat murah,5
Tokopedia,harganya jadi normal waktu beli,1
Tokopedia,top markotop hip hop 👍,5
Tokopedia,jadi toko china,1
Tokopedia,"adminya parah, tokonya juga parah, pengiriman instan dari tgl 4 baru sampai tangal 7 pembatalan otomatis malah diperpanjang, gini nih klo adminya gajelas dan sistemya rusak",1
Tokopedia,"apk gaje, baru instal tapi gak bisa buat cekout, auto uninstal, apk aneh",1
Tokopedia,sering memberikan discount dan gratis ongkir dan harga produk sangat murah,5
Tokopedia,"Tokopedia Always The Market True,Trust,and B2B Good Choice.thank you so much",5
Tokopedia,makin error setelah di uldate,1
Tokopedia,"kenapa setiap kali saya masuk atau klik chat toko, aplikasinya langsung hang dan keluar dan ga bisa masuk aplikasi tokped lagi??? terpaksa harus di uninstall lalu install ulang, terus begitu berulang-ulang, tolong diperbaiki aplikasinya!!!",2
Tokopedia,penarikan dana seller lambat tempik tenan,1
Tokopedia,"juoss banget mudah dalam pembayaran, banyak pilihan, tingal pembayaran qris yang belum ada, moga cepet ada Qris nya...",5
Tokopedia,tempat belanja online yang cocok buat kantong tipis🙏👍😀,5
Tokopedia,"alamat udah bener,pinpoint suda di kasih ,kurir sudah di share lok ,paket nya malah hilang",1
Tokopedia,kokoh lupa ya looks good😊💯😊🖼📷📷🖼🖼🖼🖼🖼oo like gambar📷😊💯😊🍭po♻♻♻😊😊😊😊 on rt♻♻♻now of you are looking likes to Fb👥👥,5
Tokopedia,"apk sampah fitur gk jelas lebih baik pakek Shopee ongkir gratis, pengiriman terjamin gk kek apk ini pembeli daerah mana ngirimnya kemana kan gbl ok",1
Tokopedia,"sangat tidak disarankan, karena verifikasi hanya bisa melalui SMS dan tidak ada pilihan lain. karena nomer SMS saya berbeda dengan akun Bank yang saya gunakan",1
Tokopedia,"Saya telah mendaftarkan nomor, namun muncul informasi bahwa nomor HP tersebut sudah terdaftar di akun lain. ""Satu nomor HP hanya dapat digunakan pada satu akun. Kode Error: (GPMP)."" Padahal, hanya saya yang memiliki nomor tersebut. Akhirnya, saya memutuskan untuk menghapus aplikasi ini.",1
Tokopedia,Suka sekali berbelanja disini.dapat harga yg terjangkau dan banyak toko pilihannya.,5
Tokopedia,cuma gegara ngelag di pembayaran. loading nya setahun jadinya pembayaran gak jadi-jadi tapi voucher gw udah kepake bahkan sebelum di bayar dan diproses. udah bagus. balik semua lah vocer ku,5
Tokopedia,tampilkan saldo! makin kesini tampilan makin nggak informatif!,1
Tokopedia,"aplikasi sampah, pengiriman sangat lama,",1
Tokopedia,sebaiknya toko di gabung saja jgn di pisah dr aplikasi,1
Tokopedia,jauh beda dengan toko orenz,2
Tokopedia,sudah langganan plus tapi tiba-tiba diskonnya gak muncul lagi. padahal gak murah juga biaya awalnya.,1
Tokopedia,lemot dan tiba2 shutdown sendiri.. skrg malah ga bisa dibuka.. lsg shutdown,1
Tokopedia,🌝Belum 💥🔥💥Belanja💯,5
Tokopedia,"baguuss apk tokped ini,,update terbaru kali ini sungguh menakjubkan,,mkasih min salam sukses dan perbarui trus hingga lbih baik nntinya,jgn kendor boss,agar semua pngguna makin bangga ok,,🥰👍",5
Tokopedia,gratis ongkir ndak ada males gua pakai aplikasinya,1
Tokopedia,gratis ongkir nya sulit,2
Tokopedia,real ok pengiriman,5
Tokopedia,pengiriman yang bgtu sangat lambat/lama,3
Tokopedia,"harga nya terjangkau , dan selalu banyak diskon. mantap👌",5
Tokopedia,saya pesan barang salah pilih saya batalkan tapi malah tetap di kirim ini gimana ya,1
Tokopedia,aplikasi jelek balik lg2 klu masuk,1
Tokopedia,knp gak bisa anh,1
Tokopedia,min nada notifnya jelek banget sumpah bagusan yang lama udah mah kaya suara jamet,3
Tokopedia,"terimakasi tokped pengiriman sangat cepat,,",5
Tokopedia,"Beberapa hari terakhir kok susah dibuka. Tiba2 keluar. Jadi susah transaksi. Saat dihapus data bisa dibuka, Tapi begitu login langsung keluar. Kadang juga sering gk bisa di pencet",5
Tokopedia,hrg sllu trdepan,5
Tokopedia,"toko paling ribet, harus download banyak aplikasi, tiap bulan update, kalo ga. di update ga bakalan bisa posting jualan, konflen terlalu menyusahkan, ga kaya shopee tanpa update dan tanpa aplikasi tambahhan bisa di gunain dan posting jualan",1
Tokopedia,"cekout JM 15.34 invoice boking JM 15.35 siap di kirim JM 15.35 pas mau di batalin jm 15:40 pesanan barang tidak bisa di batalkan,(tidak ad klik batalkan pesanan)!mana salah ukuran.!sebagai pembeli sy merasa di rugikan seharusnya di ksh waktu maximal 1 JM untuk pembeli membatalkan pesanan kaya toko oren",1
Tokopedia,"apk ter scam yang pernah gua pakai, pas mau co tiba² voucher hilang, voucher gratong pun masih mahal, jelek bgt, ngasih voucher kaga ikhlas bgt lu, belajar lu ama shopee",1
Tokopedia,makin kesini makin kureng. aplikasi yg dulu berjaya sekarang mulai di tinggal perlahan oleh pelanggan,1
Tokopedia,"aplikasi nya sekarang berat lelet buka nya g kaya dulu cepat,tolong di perbaiki,jadi males buka tokped sekarang.",1
Tokopedia,sangat tidak memuaskan,1
Tokopedia,ganggu iklan lu,1
Tokopedia,"lagi butuh banget duit tapi giliran tarik saldo dari tokped malah lama banget prosesnya, gimana mau percaya ama apk kalo begini",1
Tokopedia,Terbaik,5
Tokopedia,instant bisa lebih dari 5 hari pake kurir rekomen tokped,1
Tokopedia,suka mudah,5
Tokopedia,"proses refund terlalu lama dsni krna salah alamat jdi batalin dlu ,akhirnya sambil nunggu refund saya pesan dg Cod lg,bisa gk diperbaiki",3
Tokopedia,sip bagus.,5
Tokopedia,ongkirnya gak ngotak njir. harga barang 5k ongkirnya 70k.,1
Tokopedia,"udah download berkali-kali tapi tetep aja nggak bisa login, sedih bgtt😭",2
Tokopedia,saya pertama kali belanja di sini sangat suka karena akses untuk pengguna tunanetra,5
Tokopedia,sangat rekomendasi,5
Tokopedia,upload berat bgt....,5
Tokopedia,kenapa Tokopedia sudah jarang gratis ongkir,1
Tokopedia,sangat membantu proses cepat,5
Tokopedia,"TOLONG YA TOKOPEDIA, EKSPEDISI JNE, ANTERAJA DAN SI LELET ITU NONAKTIFKAN AJA DEH. SELALU PROBLEMATIK APALAGI DI KOTA-KOTA KECIL. MASA DUA HARI PERCOBAAN PENGIRIMAN GAGAL TERUS!!! PADAHAL SUDAH MENGHUBUNGI MINTA ANCER ANCER RUMAH TAPI GA ADA RESPON SAMPAI 2 HARI. NIAT KERJA GAK SIH SEBENERNYA?!!!!!!!",5
Tokopedia,mudah dan aman,5
Tokopedia,aplikasi ga jelas eror setiap detik,1
Tokopedia,"bisa bisa nya penipu di kasih logo MALL aplikasi jelek, mending shopee",1
Tokopedia,joos mantsp,5
Tokopedia,"di dalam aplikasi tertera, setelah memasukan resi retur, uang langsung kemabli nyatanya tidak, masih harus nunggu lama 14 hari/ sampai pihak toko Terima barangnya, dan castamer yang retur itu bayar sendiri, beda sama aplikasi toko sebelah dana refund langsung dikirim, banyak bertele2 nya, Saya return barang itu pertama jumlah barang tidak sesusai dan sama barang yg di pesan itu tidak sesuai juga,",2
Tokopedia,"Dulu beli obat tinggal cantumin resep sekarang ribet harus konsul, barusan coba malah error 404 not found mending balikin ke sistem lama saja",1
Tokopedia,"abis d update makin parah ni aplikasi,abis buka chat aplikasi gak bs d buka,tlg d perbaiki jgn bikin repot,gak bs buka kluar trus dr aplikasi",1
Tokopedia,voucher kadang tidak valid,4
Tokopedia,sangat bagus dn sesuai dg apa yg di butuhkan konsumen,5
Tokopedia,"pelayanan sangat mudah , cepat efisien dan ramah",5
Tokopedia,GAK DAPET ONGKIR NJIIRR,1
Tokopedia,salah pin gopay later satu kali aplikasi sudah tidak bisa di pakek,3
Tokopedia,mempermudah belanja tp diskon kurang,5
Tokopedia,layanan cepat dan baik keren pokok nya mantap,5
Tokopedia,barang tidak dikirim malah dikembalikan,1
Tokopedia,"knapa aplikasi sekarang tokped sering close sndiri apknya,,, buka chat ngeclose, buka pertama muncul banner nge close,,, hapus data hapus chace baru kebuka lagi,,,",1
Tokopedia,"terlalu banyak bug, aplikasi terlalu berat. banyak bug. ketika di dalam aplikasi selalu keluar secara berulang",1
Tokopedia,betul sangat membantu....,5
Tokopedia,aplikasi online yg memudahkan kita utk belanja segala keperluan yg dibutuhkan,5
Tokopedia,toplah,5
Tokopedia,"kasih *3 dulu ,Krena tokped nggk kyak dulu ,sekarang ongkirnya mahal2 beda sama toko oren.gratis ongkir hampir tiap hari ,mau cek out berpa kali pun ttp gratis ongkir",3
Tokopedia,oke cukup bagus program plus gratis dengan traget transaksi,5
Tokopedia,"klo masih bermitra sama J&T bakalan malas dah ngelapak disini, apalagi untuk wilayah kalimantan. J&T nya ratingnya dibawah 2 bintang semua",1
Tokopedia,mantap ..barang ORI...layanan baik ..pokoknya beli di toko pedia 100..persen .aman ..amanah...,5
Tokopedia,aplikasi makin berat,5
Tokopedia,"saya kecewa ketika mau cekout swlalu gabisa, padahal jaringan ponsel saya normal mohon di perbaiki kembali",1
Tokopedia,pokonya luar biasa,5
Tokopedia,terbaik🔥🔥🔥,5
Tokopedia,"klu boleh yg langsung paymen di percepat proses pengirimannya sbb pengalaman saya sering terlambat klu bayar cash,tetapi klu pake COD justru pengiriman barang lebih cepat",4
Tokopedia,Aku pesen udh bayar di indo ehh di batalin trs padahal udh bayar di kembaliin nya ngak full lagiii nyesel,3
Tokopedia,sekalu ditingkatkan pelayanannya dan beri sanksi bagi toko2 yang nakal (orderan tak sesuai dgn yg dikirimkan),5
Tokopedia,harganya begitu mau dibeli berubah mahal,1
Tokopedia,awalnya seneng dapet barang harganya 100perak trus udah mau di co harganya berubah ke 7000 trus pas di co harganya berubah drastis jadi 50.000,2
Tokopedia,Tokopedia memang terpercaya mantap dahh 👍😁👌,5
Tokopedia,sekarang buat beli obat dipersusah udah chat sma dokter malah dikasih rekomendasi obat yg beda balikin aplikasinya ke dulu biar mempermudah beli obat...,1
Tokopedia,Saya baru mau mengintal,5
Tokopedia,"Sayang sekali kurir rekomendasi dari toko pedia memakai JNE, JNE pengirimanya sanggat lama padahal, paket saya pernah macet memakai JNE",1
Tokopedia,selalu lancar...,5
Tokopedia,"Makin berat kapasitas apl elu, nggak kayak dulu. Mana dikit-dikit gangguan",1
Tokopedia,keren dan ter percaya,5
Tokopedia,update..,5
Tokopedia,gak jelas nunggu paket dari tanggal 23feb sampe 7maret belom dateng dateng bener bener sampah,1
Tokopedia,"untuk produk rokok tolonglah dilonggarkan, aturan terlalu ketat ini aplikasi belanja gak mungkin yg belanja anak dibawah umur logikanya aja mana ada duit anak dibawah umur beli rokok slop slopan.",1
Tokopedia,mantaplah,5
Tokopedia,"Suka tokped saya, tp mals belanja karena jarang yang bisa COD, jadinya ketoko Oren terus.",5
Tokopedia,"tokped impian belanja online semua orang, terimakasih Tokopedia🙏🙏",5
Tokopedia,bagusss banget,5
Tokopedia,hama flashsale gj scam goib vocer goib percuma dpt 99% promo kalo vocer nya ga nyangkut goib!,1
Tokopedia,banyak bug. erorrrrrr terus. eror masalah jaringan. padahal sinyal bagus. buat buka apk yg lain lancar. buat mabar pun lancar. ga niat nih tokped. jadi males belanja. apk full ngibul + masternya eror,1
Tokopedia,cepat gasss,5
Tokopedia,aplikasi ini sangat kerenn dan simpell pokonyaaa love tokopediaaa,5
Tokopedia,"sering gangguan akhir"" ini mulai dari setiap buka harus update padahal tulisannya udah di update masa update lagi semoga kedepannya bisa diperbaiki",3
Tokopedia,"ku kasih rating 1 ga bisa pakai kode promo, alama najisnya",1
Tokopedia,aniirnnih tokopedia semenjakk kerja sama tiktok ribett banget anying. gw mau batalin pembelian padahl belm beberapa menit order ga d trima2 sama s toko malahan sengaja kayak hrus beli ga boleh batal . gila2. ga akan gw trima barang2 nya . ogah,1
Tokopedia,"kritik untuk membangun. kl kualitas barang SDH oke, gambar yg harus berfariasi oke? maaf ini himbauan. kl baik silakan kalo kurang berkenan mhn maaf.",4
Tokopedia,kurir nya ga dapat dapat padahal sameday di daerah yg sama,1
Tokopedia,ga ada voucher bebas ongkir,1
Tokopedia,"aku pengguna lama Tokopedia, sering beli obat resep dokter (halo doc) pdhl dulu kalo mesen obat dan harus ada resep nya di sambungkan ke halo doc. kok sekarang malah beda ya bahkan jadi susah bgt buat beli obat pdhl udh punya resep nya loh. bahkan halaman obat nya di pencet pun ga bisa. dan skrng pun konsul kulit di alihkan nya ke dokter umum bukan spkk nya. tolong di perhatikan lagi!! ini jadi susah buat beli obat",1
Tokopedia,"tolong buat dokter LUH DIAH PUSPARINI kurang responsif kurang banget pokoknya, mau konsul minta rekomendasi malah balik tanya ""skrng bgai mana sdh cocok pakai obat yg sdh ad"" kan kita jadi mikir lagi jawab apa yg mau rekomendasi.. tolong buat tokopedia kerja sama nya disesuaikan dokter nya jangan di kasih dokter umum ga sesuai dengan konsul.",1
Tokopedia,kapok ah pesen instan di tokopedia pengiriman nya Rasa samday mending shopee.,1
Tokopedia,"SAYANG BGT SM TOKOPEDIA, pengguna baru diskonnya super mantapp, sampe 100%, sukak dhe",5
Tokopedia,"kenapa setiap saya mau bayar pesanan selalu halaman eror, bahkan setelah saya ulang beberapa kali tetap eror (disana tertulis ""halaman tidak ditemukan""). tolong lah diperbaiki sistemnya, ini yang membuat saya berpindah ke aplikasi sebelah dan malas untuk belanja disini, kalau emang udah bangkrut sekalian halus aja aplikasinya 🙏",1
Tokopedia,gk dpt otp otp aneh.,1
Tokopedia,"ketika banyak promo sering bug , why ??",3
Tokopedia,"Masa promo diskon 50% buat penggunaan baru gabisa di gunain, udah komplain pun gbsa",2
Tokopedia,"Dari pembeli terima produk, pencairan terlalu lama, masa seminggu lama bener, kan ngga bisa muter buat modal lagi yg modalnya pas pasan, mana potongannya lumayan, emang ngga bis kaya tetangga sebelah pencairan dananya cepet",2
Tokopedia,sy br donlowd tokopedia semoga ap yg sy cari ad di tokopedia,5
Tokopedia,siip... ..,4
Tokopedia,"bagus bgt, suka bnyak diskon",4
Tokopedia,"Benar2. mengecewakan... sebenarnya pengen mengembangkan aplikasi penjualan atau belanja dlm negri sendiri tp sekarang malah muak,,",1
Tokopedia,bagus dan ringan buat hp yang lag.cocok banget buat aku mantap,4
Tokopedia,ok bgt bosz,5
Tokopedia,Tokped The Best,5
Tokopedia,kurir nya makin lama makin gk jelas estimasi nya kapan nyampe nya blom tau kapan,1
Tokopedia,"Selalu jadi andalan, Di setiap kebutuhan.....",5
Tokopedia,Iklan,5
Tokopedia,kadang lemot knp ya,5
Tokopedia,"penggunaan baru dapet voucher diskon,tpi pas mau di cek out gabisa kocakk kontollllll",1
Tokopedia,mudah pilih barang yg diinginkan dan mudah cara pembayarannya,5
Tokopedia,ok mantab,5
Tokopedia,Pelit gratis ongkir,3
Tokopedia,kalo ada kendala gak bisa menyelesaikan,1
Tokopedia,Mudah di Aplikasikan dan banyak Promo menarik,5
Tokopedia,"beli obat nelandoz di persulit banget ya,bingung hrus beli kmn lagi,ini obat penting bnget buat penderita endometriosis ky sya",1
Tokopedia,"Kenapa Tokped selalu eror sih sekarang kalo di buka g kyk dulu lancar ,, ribet bgt skrg",1
Tokopedia,"makasih Tokopedia sudah bayarin belanjaan saya, Ramadhan extra seru emang mantul, tapi malam ini eror tidak muncul voc",5
Tokopedia,Keren 👍,5
Tokopedia,banyakin ongkir gratis,5
Tokopedia,"Tokped sudah sangat berat, sekarang suka lag dan keluar aplikasi sendiri. tolong untuk pihak developer segera atasi masalah ini dan sedikit saran tidak perlu ikutan aplikasi sebelah yang ditambah feed/video reel dikarenakan itu penyebab utama lag dan sering keluar aplikasi sendiri. saya lebih suka Tokopedia yang dulu tanpa feed/video reel tapi ringan. terimakasih.",3
Tokopedia,great!,5
Tokopedia,"makin tolol aja pesanan d batalkan sistem pengembalian uang lamaaaaa, kalo bisa bintang nol saya kasih bintang nol aja",1
Tokopedia,apa apaan ini aplikasi di update gak bisa ²🫵 hey,1
Tokopedia,recomended 👍👍👍👍👍,5
Tokopedia,bagus dih,4
Tokopedia,bagus nyaman,5
Tokopedia,Mantappppp bosku lanjutkan bosku..... 👍🏼👍🏼👍🏼👍🏼👍🏼,5
Tokopedia,"terimakasih tokopedia memang mempermudah dalam bertransaksi belanja,,the best",5
Tokopedia,"aplikasinya nge lag terus, baru juga download masa udah nge lag aja tolong dong perbaiki, kalau untuk diskon sih bagus diskonnya gede gede tapi tiap kali mau co malah nge lag mulu sma kalau mau nambahin alamat tuh susah nya pake banget kita tuh gk bisa masukin titik lokasi rumah kita!!! Kayak semua nya tuh harus ngikutin titik lokasi yang ada di app nya aja jadi kesel tau gak!!! pleaseee kalian harus bisa perbaiki ini demi kenyamanan pengguna!!!!",1
Tokopedia,"pas pencet batalkan transaksi BCA nggak bisa, padahal orang gak punya BCA makanya membatalkan, tapi malah nggak bisa dibatalkan",1
Tokopedia,saya sudah sering beli tapi terus di kembalikan sama system,1
Tokopedia,BAGUSS BANGET SUKAKKK,5
Tokopedia,buruk sekali dalam menyediakan layanan keluhan pelanggan... sama sekali tidak ada respon yg baik... terkesan menambah masalah bukannya menyelesaikan masalah...,1
Tokopedia,Pengiriman Terburuk Di Tokopedia adalah Gojek Instan Kurir. Kurirnya Lamban dan seringan membatalkan pengiriman sepihak. Jauh lebih bagus Grab instan Kurir. Tapi karna sekarang sudah tidak bisa memilih kurir yg di inginkan. yasudahlah. Pokoknya kecewa.,1
Tokopedia,coba aja sendiri biar tahu rasanya,1
Tokopedia,aplikasi ini sangat mudah digunskan dan banyak kegunaannya dan ada untung,5
Tokopedia,banyak oknum penjual penipu dan saya menjadi salah 1 korban hilang saldo gopay akses ke tokopedia ke blokir seharusnya sistem pihak tokopedia bisa peka dan bisa lebih dini mencegah hal serupa jika ada indikasi penipuan bisa dideteksi dari awal agar pembeli bisa lebih aman akhirnya saya memilih pindah ke apk sebelah karena semua proses pengaduan melalui tokopedia care sia-sia,1
Tokopedia,"pengiriman instant/sameday tetapi paket sampai berhari² kemudian sejak pesanan dibuat, lantas apa gunanya🥴. sebagian besar waktu dihabiskan cuman untuk ""Mencari driver terdekat"" tanpa kepastian, itupun kalau ada driver yang ingin melakukan pick up pesanan Bila tidak ya... kembali lagi ""Mencari driver terdekat"". Bodoh. Sebagian mitra mengutarakan kalau mereka tidak diperlakukan pantas dengan ongkos yang mereka terima untuk mengantarkan barang ke konsumen sehingga mereka tidak ingin mengantarkan.",1
Tokopedia,tolong dong toko toko yang menipu disortir lagi karena saya tertipu saat pembelian emas logam untung saya belum bayar semuanya!!!,3
Tokopedia,"sering update, aplikasi jadi tambah berat, bukan tambah bagus",2
Tokopedia,"udah gak pernah dapat gratis ongkir lagi atau promo yg menarik, padahal dulu rutin belanja di sini, apakah user lama yg lain juga ada yg mengalami nya",1
Tokopedia,"males asli, banyak bug nya",1
Tokopedia,habis beli malah kuponnya hilang semua,1
Tokopedia,"dana refund belum masuk rekening sudah 2 minggu, akun dinonaktifkan, email udah 3 hari belum ada balasan",1
Tokopedia,"asli ribet banget masalah komplain sekarang di Tokopedia gak semudah shopee , terlalu banyak peraturan buat komplain di Tokopedia, sudah berhari-hari gak bisa komplain , padahal barang yang sampai tidak sesuai, pantes gak maju2 ini marketplace",1
Tokopedia,kenapa kok uninstall sendiri,1
Tokopedia,"APLIKASI PERAMPOK UANG. AKU MEMBELI LAPTOP TAPI KARENA SALAH PAKE ALAMAT JADINYA AKU CANCEL DULU KATA SELLER NYA DAN AKU CANCEL UNTUK MENGGANTI ALAMAT, LALU KARENA PEMBAYARAN NYA MELALUI BANK DIGITAL ALHASIL MENUNGGU REFUND DANA NYA. TETAPI UANG REFUND ITU TAK KUNJUNG KEMBALI, SUDAH BERUSAHA CHAT CUSTOMER SERVICE NYA CUMAN DI CUEKIN DAN RESPON NYA LAMA BISA SEHARIAN BARU BALAS SEKALI, DAN BALAS NYA TIDAK SESUAI.",1
Tokopedia,"Balikin tokopedia kaya dulu lagi. sekarang berat banget ini aplikasi. Dari dulu pakai tokped karena simple dan banyak popup promo. sekarang ikut ikutan pmomo kaya oren tp malah berat banget aplikasinya. sabar nunggu update, setelah update pun malah parah.",1
Tokopedia,banyakin vocher donggg bubub tokped♥️♥️,4
Tokopedia,"buat klaim asuransi barang rusak terlalu lama tidak ada kepastian , udah jelas jelas paket yang datang itu rusak . saya merasa dirugikan",1
Tokopedia,"kurirnya tidak ada, instant 2 hari ga di pick up, proses refund lama, kapok",1
Tokopedia,"cs nya kebanyakan nongkrong, slow respon gak sperti shopee,.",1
Tokopedia,"ini gimana sih aplikasi, saya order barang pakai delivery instant. dari kemarin sampai sekarang driver gak ada yg pick up. tanggung jawab nya gimana ini. 😡😡. asal bikin promo2 aja tapi gak jalan.",1
Tokopedia,Kocak makin lama makin amburadul pengiriman nya 🤣 pantes kalah saing sm ijo,1
Tokopedia,"sekarang tak kasih bintang 5, pelayanan oke, gercep, pengiriman dapat JNT. jos mantab ... cepet sekali sampai rumah terimakasih Tokopedia dan JNT",5
Tokopedia,"mau beli obat susah banget, disuruh chat dokter antri lama tapi gak dapet",1
Tokopedia,"tokped udah bagus , banyak diskon nya lagi , hanya kadang ongkirnya mahal dibanding olshop lain , semoga ke depan nya tokped bisa lebih baik dan banyak free ongkir dan diskonya hehe",4
Tokopedia,Alhamdulillah dapet diskon pulsa,5
Tokopedia,susah cek out terkendala terus,1
Tokopedia,"nyesel gua sempet ngasih Bintang 5. padahal gua pertama kali pake apl ini, tapi pas belanja dan dapat vocher pengiriman gajelas gagal terus, pihak toko dan jasa kirimnya sama² ga bertanggung jawab. masa barang udah mau sampe, tiba² gagal dikirim dengan alasan inilah itulah, barang mau disortirlah, salah kirim lah, barang hilang lah, ujung-ujungnya malah mau dikembalikan lagi ke penjualnya. lah kalo ga niat jualan jangan sosoan pake vocher segala lah.",2
Tokopedia,aplikasi jadi lemottttt ampunnnnn hp keluaran baru juga berasa jadi hp kentang buka aplikasi ini,1
Tokopedia,"tokopedia sekarang dapat discon belanja , discon ongkir bukan nya mengurangi harga barang malah nambah harga barang.......",3
Tokopedia,bagus GK misa masuk,5
Tokopedia,"makin gajelas ini aplikasi, mau ubah metode pembayaran sering gagal, mau bayar pun sering gagal, bahkan sekedar chat ke penjual pun gak bisa loh. bagaimana mungkin ini bisa jadi aplikasi jual-beli kalau chat ke penjual saja tidak bisa",2
Tokopedia,Kenapa gak bisa di buka ya keluar sendiri aplikasinya,3
Tokopedia,"Assalamu'alaikum warahmatullah Wabarakatuh,amanah,keren,produknya berkualitas, sukses selalu,Aamiin",5
Tokopedia,terima kasih untuk layanan jasa nya,5
Tokopedia,"Biasanya obat resep pakai halodoc gampang, skrg pakai tokoclinic susah. Susah tersambung ke dokternya, susah juga mau atc ke etalase obat yang aku mau. Ngekliknya dietalase yg aku mau beli, pas udah jadi resepnya ngga bisa beli diapotik yg aku mau 😆. Beli onlen biar irit & mager, kalau ribet kayak gini mah beli ajalah di apotik langsung. Kalau bisa seperti Halodoc dong gampang dpt resepnya & atc obatnya.",1
Tokopedia,pengiriman brg tepat waktu,3
Tokopedia,CS kurang baik dan selalu Offline,1
Tokopedia,"balikin uang saya, saya gak punya apk ini kok bisa""nya kepotong shop tokopedia",1
Tokopedia,"aplikasi gak jelas , ngasih voucher setelah checkout dibatalkan aistem mending dlbelanja di shopee lebih jelas kalau ngasih voucher",2
Tokopedia,mudah dan efisien suka,5
Tokopedia,"Hati - Hati belanja di tokped!!! Barang palsu msh dijual percuma komplain ke tokped ga ada solusi msh bela seller yg ga amanah cuma tokped yg alur komplain ribet sampai 2 bln lbh tapi tetap bela seller ga amanah saya beli antibiotik ini ga cuma sekali jd tau mana yg asli & tdk saya sertakan bukti perbedaan brng yg biasa saya beli dg yg palsu (ga ada box, tgl exp beda) sangat mengecewakan!!! saya ga ridho dunia akhirat untuk manajemen tokped & seller akan saya temui di hari perhitungan",1
Tokopedia,Kenapa gak bisa di instal pada sudah di download 5 kali...??? 😡,1
Tokopedia,Saya slalu ketipu bli barang di Tokopedia. Udah di pesan barang nya tapi gak Dateng 5 hari,3
Tokopedia,sya tdk suka dngn aplikasi in,5
Tokopedia,"Info pengiriman tidak jelas. aplikasi sering eror tidak bisa dibuka. byk bug. ""jual beli aman dan nyaman"" jauh dari kata nyaman. mengecewakan.",1
Tokopedia,Toped bess,5
Tokopedia,"buka toko di Tokopedia ribet samvah,, gak kaya di aplikasi oren simple",1
Tokopedia,2 pesanan saya kok gk ada di daftar belanjaan... udah coba update gk bisa hapus apk malah gk bisa login lagi. mana udah bayar lagi.. Hadew,1
